text,spam
garp presentation vince would i be able to get a copy of your presentation last night at garp i have a coworker who was unable to attend thanks allen bryson conoco inc,0
looking for fat tails in time series for ngi socal vince i quite agree we have to separate out price and position and that is what we have done with the historical simulations evt ideas we have taken today s delta gamma hold that frozen and gone back historically and looked at price changes and see what happens to portfolio changes garman and company have looked at gross historical portfolio changes which i agree is not the best approach due to the artificiality imposed by largest net open positions nop such as we have seen recently regards naveen vince j kaminski ect am to tanya tamarchenko hou ect ect cc naveen andrews corp enron enron vince j kaminski hou ect ect vladimir gorny hou ect ect looking for fat tails in time series for ngi socal tanya naveen just a thought changes in the portfolio values may combine both the changes of prices and positions this happens if one tracks changes in the value of our historical gas portfolio a big jump in the volumetric position from day to day combined with a moderate price movement may produce an observation that looks artificially big if the volumetric position was frozen it s just a scaling factor and there should be no discrepancy between your numbers of course the correct approach is to separate the price process from the position changes vince tanya tamarchenko am to naveen andrews corp enron enron cc vince j kaminski hou ect ect vladimir gorny hou ect ect looking for fat tails in time series for ngi socal naveen i am trying to answer the question what is the appropriate stochastic process to model the behavior of commodities prices in our var model so what i do care about is the behavior of log returns any help is appreciated tanya naveen andrews enron pm to tanya tamarchenko hou ect ect cc vince j kaminski hou ect ect vladimir gorny hou ect ect looking for fat tails in time series for ngi socal tanya we care about portfolio value changes not log returns of a single contract which has extremes in the behavior and can be fit to a fat tailed distribution a basis move with bcf position is an extreme event anyway you slice it in the literature as elsewhere i agree for a single contract log returns they don t divide by vols regards naveen tanya tamarchenko ect pm to naveen andrews corp enron enron cc vince j kaminski hou ect ect vladimir gorny hou ect ect looking for fat tails in time series for ngi socal naveen i got ngi socal prices for prompt prompt prompt contracts for each contract i calculated moving average based on log returns as well as moving volatility then i calculated normalized log returns return t ave t vol t and compared the results to normal distribution i could not find fat tails volatility changes a lot from day to day so when people look at log returns not normalized it seems that there fat tails big spikes large returns more frequent than normal which comes from the fact that volatility is not constant at all see the spreadsheet is under o dropbox tanya tanya,0
dinner with your training colleague ehud november is a bad day for me i shall be in san antonio for our annual management conference practically everybody who counts in enron will be there still no response from louise i shall catch her tomorrow in person vince ehud i ronn on am to vince j kaminski enron com cc dinner with your training colleague vince good morning further to our conversation thereon during your austin visit i am writing at this time to inquire whether we might schedule a circa p m dinner next wed to include the participation of your enron training arm colleague we could then discuss ut partcipation in enron training activities as well as the forthcoming spring conference best ehud ehud i ronn jack s josey professor in energy studies department of finance mccombs school of business university of texas at austin austin tx voice fax internet eronn mail utexas edu,0
if you re looking for the lowest software prices on the web you just found them get software cds and download under a straw vote only shows which way the hot air blows poverty is the parent of revolution and crime,1
having iris visit london anita it seems that i am going to london next week please see forwarded emails can you please assist me with my travel arrangements thanks iris original message from kaminski vince sent tuesday april pm to shanbhogue vasant mack iris dhar amitava kaminski vince having iris visit london it s ok to delay the materials for duffie he is very busy anyway and is not going to complain vince forwarded by vince j kaminski hou ect on pm scott salmon enron pm to amitava dhar corp enron enron cc vince j kaminski hou ect ect vasant shanbhogue enron enronxgate ben parsons lon ect ect george albanis lon ect ect tomas valnek lon ect ect bryan seyfried lon ect ect having iris visit london hi amitava we ve been doing some thinking and discussing here regarding the information on our modelling process we ll provide to darryl duffie we think it would be extremely valuable for iris to come out to london for a couple weeks to gain a better understanding of the how the models integrate and are truly employed i think this would greatly enhance the product we ll send to duffie as well as giving iris a firm view of enron credit in addition she could also explore some of the data sources such as amadeus and others that might be helpful in private firm modelling if we re extremely efficient lucky in receiving data from d b or experian she might be able to begin analysis on that for the private model efforts i would recommend she plan on coming out for weeks starting the week of apr perhaps depending on the progress with the private firm data sources it probably makes sense to send her back to houston to work on calibration sets with a likely return visit to london as required please let me know your thoughts cheers scott,0
texas finance festival registration the attached is the registration form and information for the texas finance festival which will be held on april in san antonio cindy forwarded by cindy justice hou ect on am john d martin on am to cindy justice hou ect ect cc good morning cindy i tried to send this out earlier and it bounced back hope it makes it this time john announcerev doc john d martin carr p collins chair in finance finance department baylor university po box waco tx office fax j martin baylor edu web hsb baylor edu html martinj home html,0
your next investment should be this sto ck pop media corp popt a company which has positioned itself in the gap between the major media conglomerates and the universe of independent music fiim pubiishing and technoiogy companies current price o wiil it continue higher watch this one monday as we know many of you like momentum breaking news pop media corp popt and roxxy corporation announced that the companies have entered into a letter of intent whereby roxxy corporation wiil acquire a interest in pop s whoily owned subsidiary viastar distribution group inc vdg forming a revolutionary new music company controversia entertainment corporation the transaction consisting of stock and cash when completed will provide pop s shareholders with a stake in the new company roxxy s management will operate the company from headquarters in los angeies and will change its corporate name to controversia entertainment corporation in the coming weeks the companies intend to complete and execute the definitive agreement by juiy th o and seek shareholder approva immediateiy thereafter pop s ceo john d aquiiino stated this alliance wil allow pop to achieve its strategic vision of creating a new paradigm in the music industry one that is focused on supporting the artist and the music they create while embracing emerging technoiogies and giving consumers access to a variety of artists through a variety of media roxxy s management team combines highly experienced industry executives drawn from the major abeis and also inciudes a staff of in house producers who are among the most influential talents in the music industry today it is roxxy s vision to seize the opportunities afforded by the major labels lack of commitment to their artists and customers abels that cast aside established artists who can no onger generate multi miilion selling recordings but who consistentiy reiease albums which sell hundreds of thousands of records to a large and loya fan base artists that can easily generate revenues between and miilion per titie stated john shebanow roxxy s ceo additiona y the acquisition of vdg wi provide us with the ability to distribute our own product directly to retai to over oo retai location in north america effectively doubling the company s net profit margins and allowing the increased revenue to pass on to our artists mr shebanow concluded whiie there are smailer abeis that do provide a home for these acts they ack either the wiil or financial resources to commit to the kind of budgets which producers of the caliber we have on staff require and no company has the unique combination of great producers in house distribution and dedication to the artist and the customer that controversial entertainment wiil possess about pop media corp pop media corp is engaged in deveiopment production and distribution of entertainment reiated media for film teievision music and publishing interests the company s portfoiio currentiy includes ownership of viastar distribution group a v o studios moving pictures international viastar records quadra records light of the spirit records and viastar classica viastar artist management group and masterdisk corporation conclusion the examples above show the awesome earning potential of little known companies that explode onto investor s radar screens many of you are already famiiiar with this is popt poised and positioned to do that for you then you may fee the time has come to act and piease watch this one trade monday go popt penny stocks are considered highly speculative and may be unsuitabie for a but very aggressive investors this profiie is not in any way affiliated with the featured company we were compensated ooo dollars to distribute this report this report is for entertainment and advertising purposes oniy and should not be used as investment advice if you wish to stop future mail ings or if you fee you have been wrongfuliy piaced in our membership send a biank e mail with no thanks in the sub ject to daily tip yahoo com,1
not anotther bad offr hello welcome to pharmo compete nline s guttural hop one of the le overdraft ading oniine pharmaceutical shops buckram v vestured g swatch al driftage ll l ecumenical a intrude rac picturesque l i arrowy s uptake va u sandblind m andmanyother s trapeze ave over worldwide shlppln clapboard g total confident eleusinian iaiity over miiiion customer denticular s in countries have a nice da rechauffe y,1
talk to us over the last several years we ve received numerous questions and candid comments from many of you on a wide range of topics during our espeak sessions and through the office of the chairman online mailbox and voicemail while espeak is an open informal chat between employees and management the office of the chairman online mailbox and voicemail box are designed as confidential upward feedback tools for employees who choose anonymity we are pleased that many of you have openly expressed your thoughts and your identity which made it possible for us to quickly respond to your questions and concerns this is the kind of work environment we all must strive for at enron and we encourage you to continue sending us comments about the things that are important to you many times however we wanted to respond to those of you who contacted us anonymously with your good ideas observations and questions we now have a way to do this while maintaining your confidentiality in the future when we receive an anonymous question or comment from an employee both the question and our response will be posted on emeet this will allow us to answer all the questions that we receive and it will give other employees an opportunity to provide their insight if they choose to do so since emeet is an open discussion board remember you can send your questions and comments to us in two ways email to office of the chairman or office of the chairman voicemail box at which is a confidential call promoting open and honest communication is consistent with our vision and values and absolutely vital to our continued success as a company so don t be hesitant or afraid to speak your mind we want to hear from you,0
meeting on feb david thanks i shall get in touch with you a few days before to coordinate the details vince from david port enron am to vince j kaminski hou ect ect cc rick buy hou ect ect john l nowlan hou ect ect jeffrey a shankman hou ect ect vince j kaminski hou ect ect shirley crenshaw hou ect ect meeting on feb vince i will be available dp vince j kaminski ect pm to rick buy hou ect ect david port market risk corp enron enron john l nowlan hou ect ect jeffrey a shankman hou ect ect cc vince j kaminski hou ect ect shirley crenshaw hou ect ect meeting on feb fyi this is the list of the petronas executives visiting enron on feb i have invited them to lunch would you like to join me for lunch i would like to propose a short courtesy meeting at with jeff john minutes followed by rac research presentation till vince p s i shall reserve a conference room for this meeting forwarded by vince j kaminski hou ect on am azminab petronas com my on pm to vince j kaminski enron com shirley crenshaw enron com khairuddinbmjaafar petronas com my cc meeting on feb dear kaminski members from corporate risk management unit iqbal abdullah general manager nur azmin abu bakar head risk assessment controls zulkifli a rahim head risk measurement systems adnan adams head special projects regards vince j kaminski enron com on pm to azminab petronas com my cc vince j kaminski enron com shirley crenshaw enron com meeting on feb dear mr nur azmin abu bakar thanks for your prompt reply please let us know how many members of your team will visit enron i look forward to our meeting on february vince kaminski azminab petronas com my on pm to vince j kaminski enron com khairuddinbmjaafar petronas com my shirley crenshaw enron com cc meeting on feb dear kaminski happy new year and thank you for the reply we are honored to have lunch with you and your team however we have another appointment at p m regards vince j kaminski enron com on am to azminab petronas com my cc vince j kaminski enron com shirley crenshaw enron com meeting on feb dear sir i would like to apologize for the delay in responding to your fax i was on vacation for the last few days i shall be honored to meet your delegation on thursday february at a m please let me know if you will be free for lunch after the meeting vince kaminski,0
change of role just a quick note to say that i have now left the eprm risk conference division after two and a half very happy years i am however still at risk waters group where i am now working as a journalist on eprm magazine future conference enquiries should go to paul bristow us or frances tully europe many thanks for your work my events and i hope we can work together again in the future if you have any ideas on the writing side then i would always appreciate a call or email my contact details all remain the same best regards joel joel hanley eprm magazine direct www riskwaters com,0
dave d presentation vince here it is i did not include a slide about london let me know if you think it is needed stinson,0
research and development charges to gpg vera in studying the below information if i am understanding it correctly only was to be reversed back to the research group and it should have occurred in july do you not notice this entry either please let me know thanks shirley crenshaw forwarded by shirley crenshaw hou ect on am vince j kaminski pm to vera apodaca et s enron enron cc vince j kaminski hou ect ect shirley crenshaw hou ect ect pinnamaneni krishnarao hou ect ect research and development charges to gpg vera we shall talk to the accounting group about the correction vince pm vera apodaca enron vera apodaca enron vera apodaca enron pm pm to pinnamaneni krishnarao hou ect ect cc vince j kaminski hou ect ect research and development charges to gpg per mail dated june from kim watson there was supposed to have occurred a true up of in july for the fist six months of reviewing july actuals i was not able to locate this entry would you pls let me know whether this entry was made if not when do you intend to process it thanks,0
request submitted access request for mraymon enron com you have received this email because the requester specified you as their manager please click approval to review and act upon this request request id request create date pm requested for mraymon enron com resource name vpn resource type applications,0
visit may th vince per susan s email below do you want to go to the luncheon for john hennessey she doesn t say where the lunch is going to be did you get an invite the only thing you have that day is am larry thorne and the energy derivatives class at let me know thanks shirley forwarded by shirley crenshaw hou ect on am susan c hansen on am to shirley crenshaw enron com cc clovell stanford edu donna lawrence visit may th hi shirley thanks for corresponding with carol during my absence and confirming our meeting with vince kaminski at on may th i have a question about the logistics i believe dr kaminski has received an invitation to an event in houston new stanford president john hennessy is visiting a number of cities on a welcome tour and it just so happens he is hosting a luncheon in houston on may th if dr kaminski wants to attend the hennessy welcome tour luncheon donna lawrence and i could meet with him at somewhere in the hotel if he s not attending the presidential event please let me know where you are located and we ll plan travel time accordingly regards susan susan c hansen director corporate relations school of engineering stanford university stanford ca,0
request for suggestions vince s visit to sydney in july raymond i shall call you on sunday after my arrival in sydney look forward to meeting you again i shall be ready to speak on all the topics you mentioned vince raymond yeow enron development pm to vince j kaminski ect cc paul quilkey enron development enron development shirley crenshaw ect request for suggestions vince s visit to sydney in july dear vince after getting our heads together here we would much apprecaite if you could share the research group s latest on var ie repeat my workshop presentation on value at risk as well as cover additional topics viz discuss with application enrons internal v r model and how this is used internally discuss volatility modelling and whether it is possible to maintain and trade a term structure of volatility in electricity modelling forward curves with reference to associated markets eg oil can we gain some insights through spreads to related market curves spark i assume your hotel is booked already catching the taxi is the best way to get to your hotel since you are arriving on the weekend if you need to contact me my mobile is home tel fax is rgds raymond forwarded by raymond yeow enron development on pm vince j kaminski ect am to paul quilkey enron development enron development cc raymond yeow enron development enron development vince j kaminski hou ect ect shirley crenshaw hou ect ect your visit to sydney in july paul raymond thanks for your message sorry i did not get in touch with you earlier the last few weeks were very hectic i am starting right now my preparations for the presentation i am going to give at the conference here are the details of my itinerary i shall send you a copy tomorrow i arrive sunday morning and leave saturday morning the conference takes place on monday and tuesday on wednesday i am making a presentation at the workshop on value at risk i would like to stay at the conference for the duration it s a great learning opportunity for me on thursday and friday as well as in the evenings except for the evening of july i am at you disposal i would like to take advantage of this trip and learn as much as i can about the australian markets and discuss with you the research agenda i shall be glad to make several presentation i can repeat my workshop presentation on value at risk as well as cover additional topics vince paul quilkey enron development am to vince j kaminski ect cc your visit to sydney in july vince i support raymond s email and would welcome the opportunity to have you give a presentation formal or informal to the trading group on latest research initiatives in houston please let us know your schedule so that we do not overly burden you during your visit look forward to seeing you and catching up over a beer thnx paul forwarded by paul quilkey enron development on am raymond yeow pm to vince j kaminski ect cc paul quilkey enron development kirsty hogarth enron development elliott katz enron development david gray enron development your visit to sydney in july dear vince hi it s only two weeks until the aust energy risk july seminar in sydney is risk organising your hotel otherwise kirsty can organise for you eg harbour view at the regent or convenience to the seminar location at the sheraton we would like to make sure that you have all the necessary comforts of home when you are with us elliott david can set up a desk for you in the office trading room with phone etc so you can use one of our pc to access email or plug in your laptop please let elliott or david kmow your requirements how long will you be with us is this your first trip to sydney there are several of us in the office who would like to take you for a meal s show you the sights etc and discuss the latest research findings with you whilst you are in sydney eg var hear from you soon raymond pm july,0
new position sam smith norma the need for a new position within the research group has evolved along with our expanding responsibilities and we would like to fill that position with an already on board employee familiar with same that person being william sam smith the new position created it that for a staff specialist who would be responsible for technical duties including evaluation and quality control of weather forecasting procedures design and preparation of the research intelligence intelligence newsletter operational responsibilities related to morning report assembly and hurricane season surveillance as well as satellite system supervision we would like to make this retroactive to january lst of this year mike roberts,0
thank you graham pl austin tx november dear mr kaminski thank you for the opportunity to interview today for a position with enron company i enjoyed meeting you and learning more about your company and the interesting work done by enron the interview strengthened my interest in working for enron company my education and experience fit nicely with the job requirements and i am confident i can make a positive contribution to the company i want to reiterate my strong interest in enron company and in working with you and your staff after further investigating your well established company i am eager to reaffirm my interest in the position please feel free to contact me at or at knirel mail utexas edu if i can provide you with any additional information again thank you for your consideration i hope to hear from you soon regarding your decision sincerely nina knirel do you yahoo yahoo shopping thousands of stores millions of products shopping yahoo com,0
porn p o your free pictures are here nakedmail is now porn p o below is the latest installment of free adult images from porn p o brand new free pictures click this link to see the images pictures the free images this week are sponsored by the following websites porn stars plus www pornstarsplus com pt pmb voted best pornstar site years running xxx video plex www xxxvideoplex com pt pmb over million video streams and more toon megaplex www toonmegaplex com pt pmb massive facials and sexy hardcore toon action past www past com pt pmb because older ladies really know how to fuck lezbonet www lezbo net pt pmb pussy lickin good video streams included internet eraser www nakedmail com pictures banners eraser html your internet usage is being tracked download internet erase to protect your privacy also sponsored this week by www dvdxxxvideo com featuring mr inch midget squirters trannys grannys and other fine xxx videos and dvds even east indian movies thanks for subscribing to porn p o nakedmail if you ever want to unsubscribe click the link below and you will be removed within hours if the link is temporarily unavailable reply to this email with the word unsubscribe in the subject line to be unsubscribed from the porn p o mailing list simply click on the link below,1
high frequency market data analysis stinson we are going to update you and vince the progress of the eol george project friday am am in eb bob we may get some other ideas from the following book take a look to see if it is worth to buy one risk executive reports high frequency financial market data sources applications and market microstructure by dr owain ap gwilym and professor charles sutcliffe school of management university of southampton uk a high quality non technical resource on an increasingly invaluable topic for all users of high frequency data sections cover the many aspects of high frequency data by covering a broad set of information ranging from data suppliers to detailed research angles topics covered include managing hfd arbitrage opportunities intra day seasonalities regulation market efficiency and market making format price report us a pp published august review table of contents order now in order now in for other titles of interest please click he risk executive reports send this page to a colleaguehigh frequency financial market datacontentsl introduction and overview overview and background the motivation and demand for high frequency data the uses of high frequency data structure of this report sources and types of high frequency data types of data data supplied by exchanges panel by paul macgregor liffe the sourcing and preparation of liffe tick data specialist data providers real time data providers summary managing and exploiting high frequency data panel illustrative high frequency data data storage filtering and cleaning the treatment of time panel olsen filtering system constructing continuous series key considerations in manipulating high frequency data modelling issues summary of chapter arbitrage opportunities in equity markets what is arbitrage empirical studies of arbitrage opportunities arbitrage in equity markets individual arbitrage trades intra day seasonalities intra day patterns in returns intra day patterns in volume intra day patterns in volatility intra day patterns in the bid ask spread intra day patterns in the autocorrelation of returns intra day patterns in hedge ratios other intra day patterns effects of news announcements on intra day patterns the turn of the year effect and high frequency data conclusions links between markets leads and lags in prices between different types of market based on the same asset the stock market crash leads and lags in price volatility links between geographically separated markets rival markets destabilisation of markets relative volatility programme trading and volatility price movements at expiration conclusions regulations governing the markets regulation of dual capacity circuit breakers restrictions on short selling taxes on transactions tick size and price clustering delayed publication of trades conclusions market efficiency weak form efficiency semi strong form efficiency conclusionsl market makingrevision of prices other aspects of financial markets determinants of the bid ask spread block trades conclusionsl conclusion and future developments references,0
prc meeting hello everyone it looks like friday december th is the day that you will have the prc meeting listed below mark your calendars details later thanks shirley forwarded by shirley crenshaw hou ect on pm norma villarreal am to shirley crenshaw hou ect ect stinson gibner hou ect ect mike a roberts hou ect ect vasant shanbhogue hou ect ect pinnamaneni krishnarao hou ect ect maureen raymond hou ect ect zimin lu hou ect ect osman sezgen hou ees ees cc vince j kaminski hou ect ect ramona perkins corp enron enron performance the research group will be conducting a performance review committee prc meeting in early december all vice presidents sr directors and directors should attend shirley crenshaw will be contacting you to schedule the prc meeting date and time these are the current available dates december in preparation for the meeting please submit recommended rankings and promotions to me based on employee feedback by november please included analyst associates if you have any questions please feel free to call me or ramona perkins at x here is some helpful information for you as we proceed throughout he performance evaluation process october november weeks employees will provide a list of accomplishments occurring after june to their supervisors employees will receive an email advising of access and passwords to pep system employees identify selected reviewers on line and will submit to supervisor supervisor will add and or delete reviewers in order to capture a full degree feedback supervisor will submit and reviewers will receive an e mail advising them of their reviewer role reviewers can decline or complete the review once system closes on november prepare for research prc meeting print consolidate review pre rank employees identify candidates for promotion and submit to hr important dates i will notify you of any changes september only employees before will be included for pep and bonuses october whomever is the supervisor for employees on will be responsible for their reviews october pep system opens pep corp enron com october pep overview session at doubletree november pep system closes for feedback november thanksgiving holiday november provide hr with pre rankings and promotions december tbd research prc january all reviews must be complete signed and submitted to hr norma sr hr representative x,0
enron contact info vince and jeff the following is fyi my assistant is working on the flight arrangements also fyi the doubletree and other downtown hotels were entirely or mostly sold out but my assistant found a good rate at the warwick by herman park where everyone will be housed in the same location for one night i also think this location is a good houston sell dinner is scheduled for thursday evening at churrasco s and my group is arranging the tourenron breaking this group into fyi the energy club from smu another skilling alma mater had long ago also schedule a tour that day so we ll have from smu and from wharton on the same day but so far all seems manageable as tour times are set and business unit interview requests are received from the students i ll keep you posted thanks christie forwarded by christie patrick hou ect on pm fap on pm to christie patrick enron com melinda mccarthy enron com cc fap enron contact info christie melinda and or marie all contact info is listed below by team and project as well as faculty ta and others those with will be traveling to houston i have a total of attending according to my records the following will stay beyond the friday departure at their own expense and leave houston on sunday jan heather thorne jack rejtman deepa mallik donna piazze dennis feerick would like to depart on sat am if possible he sent a separate email addressing this enron vincent chen vincent chen wgo wharton upenn edu enron nick levitt nicholas levitt wgo wharton upenn edu wholesale project enron deepa mallik mallikd wharton upenn edu enron jack rejtman jack rejtman wgo wharton upenn edu enron kim whitsel whitselk wharton upenn edu team contact enron tulika bhalla bhallat wharton upenn edu enron jaideep singh singhjai wharton upenn edu enron edson otani edsono wharton upenn edu enron joshua leventhal levent wharton upenn edu team contact enron pat henahan mhenahan wharton upenn edu future shape of energy markets project enron murat camoglu camoglum wharton upenn edu enron gustavo palazzi gustavop wharton upenn edu enron clay degiacinto enron steve lessar stephen lessar wgo wharton upenn edu enron ram vittal mvittal wharton upenn edu team contact enron jason cummins marc cummins wgo wharton upenn edu retail project enron omar bassel bassalo wharton upenn edu enron dennis feerick dennis feerick wgo wharton upenn edu professors louis thomas thomas wharton upenn edu keith weigelt weigelt wharton upenn edu ta heather thorne hethorne wharton upenn edu fap donna piazze piazze wharton upenn edu,0
thursday visit frank we are located at smith any cab driver can identify the enron building when you arrive please call me at from the reception to be admitted into the building alternative phone numbers my assistant shirley crenshaw you can also try to call me on my cell phone the research group meeting starts at and lasts till can you make a presentation about your research projects what audio video equipment do you need what sandwich would you like to have for lunch we shall make a hotel reservation for you thursday night vince francis x diebold on am to vince kaminski cc bmierts enron com thursday visit hi vince looking forward to seeing you thursday i arrive at houston bush on usair at am please let me know where to go i also want to verify that you have booked me a hotel for thurs night many thanks and see you soon frank francis x diebold wp carey professor department of economics university of pennsylvania locust walk philadelphia pa fdiebold sas upenn edu www ssc upenn edu diebold telephone fax,0
no subject candice maureen was sick for the last few days when she comes back i shall ask her to start the process regarding a formal offer for you vince cedkao aol com on am to vkamins enron com cc shirley crenshaw enron com cedkao aol com no subject dear dr kaminski i would like to thank you and your colleagues dr gibner and ms raymond castaneda for taking the time to talk with me i enjoyed the visit very much and will be looking forward to the opportunity of working as a summer intern at enron you mentioned that you will call me this week in the event i m not at home please leave a message at my home phone number or email me at my houston email address cedkao aol com sincerely candice kao,0
risk european energy steve no problem grant will speak in place but risk may not be aware of it yet you can just register as my guest vince steven leppard am to vince j kaminski hou ect ect cc risk european energy hi vince do you get your regular freebie ticket for the risk conference in amsterdam you know what i m going to ask next it looks like there s some interesting stuff and attending would certainly broaden my horizons would you kindly consider bringing me along cheers steve,0
usaee conference dear mr kaminski attached please find our vip speaker letter two program announcements registration form and hotel information please complete the registration form and fax to if you have questions or need additional information please contact us we look forward to seeing you later this month kind regards dave williams and mary novak vip speaker letter doc final sec prog for pdf pdf usaee iaee conference program pdf regform doc hotel conference info doc,0
mec mark one option is to talk to a number of physicists in my group who might be interested vince enron investment partners from mark lay am to rex shelby enron communications enron communications steven j kean hou ees ees mike mcconnell vince j kaminski hou ect ect philippe a bibi hou ect ect cc kenneth lay corp enron enron fabricio soares hou ect ect mec thank you for participating in yesterday s meeting we spoke with harvey and jim after the meeting and they took to speed to market comments to heart there is an opportunity for enron to participate with mec in the early development of their company but it seems the one thing they want is the one thing we also want people i would appreciate your thoughts and comments on the possiblity of creating a small team that could work directly with mec as part of a potential investment and strategic relationship given our resource constraints this would most likely be part of the organization that sees the greatest strategic impact from mec s development mark x,0
eprm houston layla a few points i shall be glad to attend the reception i am falling behind in getting my presentation ready sorry for the delay i can commit to delivering the required number of copies on the day of my presentation or a day before i have done it on two occasions before power and power the copies were produced by our company copy center at no cost to you my associate tanya tamarchenko is helping me with one aspect of the presentation and i would like her to deliver part of my speach it s only fair to give her the credit when the credit is due is it ok to include her as an additional speaker vince layla o leary on am please respond to to cc eprm houston dear speaker pre congress cocktail reception sunday th may pm in the juniper room we would be delighted to have you attend our pre congress cocktail reception we will be extending this invitation to all our sponsors exhibitors and eprm risk waters group staff we hope this will provide a perfect opportunity for you to meet all our staff and clients before the formal opening of eprm usa rsvp i would also like to remind you that i need any missing presentations by thursday rd may it is essential that i get these in as the delegates rely on these to make notes and get very upset if they are not included in the packs if you still haven t informed me of your av requirements please do so as quickly as possible i also require a short biography i would like to point out that i will not be taking any presentations on disk to the event if you are using a laptop your presentation should be loaded onto the laptop that you bring with you you must bring your own laptop and disc with connecting cables any questions please do not hesitate to contact me kind regards layla o leary event co ordinator risk waters group haymarket house haymarket london swly rx tel fax,0
sddp model john attached is a copy of the sddp methodology manual written by the developers the model was developed by mario pereira who is the proprietor of psri power systems research inc in rio de janeiro their web site is www psr inc com where you can find more information about the company and contact details mario and most of the staff speak english so phone calls are possible development of sddp was originally done on a world bank contract to compare the benefits of new generation and transmission system interconnections in central america it has since found much wider application the code runs on a pc and is licensed to a number of consultants power companies etc while i was with ecnz in wellington new zealand we purchased a copy around the model works with weekly or monthly time steps with a time horizon of from to years for mid to long range planning of hydro thermal power systems it represents loads in each period as from one to five load blocks so it is not a chronological model this type of model can not handle thermal plant ramp rates and similar chronological system constraints i m not sure how important that would be to you the optimization phase of the model takes into account hydrological uncertainty using a form of stochastic dynamic programming with sampling this phase sets up a function for water value in each large reservoir in the system the simulation phase uses a number of hydrological outcomes to collect statistics on how the system would operate the water values can be used with the short term optimization mode of sddp or in some other more detailed short term optimization model most constraints found in hydro systems can be modelled many transmission constraints can be modelled a dc load flow option can be used to determine bus nodal prices a visual basic user interface is provided which reads and writes text files if you d like to know more about sddp you could call me here in houston tel yours tom halliburton,0
java class starting feb th some notes on the upcoming java class we have an extremely high interest in the class which is good but since we are limited to students not everyone who expressed an interest could be accomodated those registered a martin lin chonawee tom barkley lance cunningham seksan kiatsupaibul wichai narongwanich praveen mellacheruvu sevil yaman stephen bennett sam smith jason sokolov jaesoo lew amitava dhar george hopley s group george hopley s group each person taking the class will need to find a laptop computer shirley may be able to help and be sure that the proper software is installed before the course chonawee will try to install the s w on his laptop as a test case the class is divided into two weeks each week consisting of days noon to p m the first four days are feb so mark your calendars the classes in feb will be in cl tuesday and c remainder of the week if you can not attend please let me know so that others who want to take the class can take your place stinson,0
agenda pre work for valuation visioning session attached is a copy of the agenda for thursday s meeting in preparation for the meeting please think about and be prepared to discuss what valuation means to you in the systems you support or the job you do if you have any questions feel free to contact me at thanks chris,0
today s gathering hello vince i was planning to stop by damian s this evening but i think i ll go home instead i ve contracted a sneezy cold and i don t want to spread it around anymore than i already have thank you for putting this together i ll have to make the one in january for sure sam,0
proteja su negocio cctv alarmas control de accesos cctv alarmas control de acceso su satisfacci n y seguridad son nuestro principal objetivo cotizaci n sin compromiso cont ctenos y le atenderemos con gusto atenci n personal gregory taylor seguridad intec com mx ext s lo m xico d f y rea metropolitana,1
alp presentation this will be in eb cl forwarded by shirley crenshaw hou ect on am vince j kaminski am to barrett rice edu uecker rice edu cmiller rice edu lounghrid rice edu luigical rice edu cc vince j kaminski hou ect ect christie patrick hou ect ect shirley crenshaw hou ect ect kenneth parkhill na enron enron alp presentation on behalf of enron corp i would like to invite you to an alp project presentation by a group of students of jesse h jones graduate school of management rice university the students will present the results of a research project regarding electronic trading platforms in the energy industry the presentation will be held on may at p m at enron smith we would also like to invite you to dinner following the presentation vince kaminski vincent kaminski managing director research enron corp smith street room ebl houston tx phone cell fax e mail vkamins enron com,0
